,Account Name,Provider Client,Subject,Bill Amt,Purch Amt,ROI_Categoria
3485,Mullins & Trenchak Law,Pueblo Medical Imaging,Imaging,1650.0,462.0,Rentabilidad media
3486,Mullins & Trenchak Law,Pueblo Medical Imaging,Imaging,1650.0,462.0,Baja rentabilidad
3495,Mullins & Trenchak Law,Pueblo Medical Imaging,Imaging,500.0,140.0,Rentabilidad media
3498,Mullins & Trenchak Law,Pueblo Medical Imaging,Imaging,1650.0,462.0,Alta rentabilidad
3503,Mullins & Trenchak Law,Pueblo Medical Imaging,Imaging,1650.0,462.0,Rentabilidad media
3510,Mullins & Trenchak Law,Pueblo Medical Imaging,Imaging,150.0,42.0,Alta rentabilidad
3513,Mullins & Trenchak Law,Pueblo Medical Imaging,Imaging,150.0,42.0,Rentabilidad media
3527,Mullins & Trenchak Law,LVR,Imaging,1650.0,495.0,Pérdida
3528,Mullins & Trenchak Law,Pueblo Medical Imaging,Imaging,1650.0,462.0,Rentabilidad media
3539,Mullins & Trenchak Law,Pueblo Medical Imaging,Imaging,150.0,42.0,ROI extremo/anómalo
3545,Mullins & Trenchak Law,Pueblo Medical Imaging,Imaging,1650.0,462.0,Alta rentabilidad
3546,Mullins & Trenchak Law,Pueblo Medical Imaging,Imaging,1795.0,503.0,Alta rentabilidad
3547,Mullins & Trenchak Law,Pueblo Medical Imaging,Imaging,2120.0,594.0,Alta rentabilidad
3548,Mullins & Trenchak Law,Pueblo Medical Imaging,Imaging,165.0,47.0,Alta rentabilidad
3550,Muslusky Law,LVR,Imaging,150.0,45.0,Alta rentabilidad
3553,Muslusky Law,Pueblo Medical Imaging,Imaging,1125.0,315.0,Rentabilidad media
3554,Muslusky Law,Pueblo Medical Imaging,Imaging,1650.0,462.0,Alta rentabilidad
3555,Muslusky Law,LVR,Imaging,1650.0,495.0,Rentabilidad media
3556,Muslusky Law,Pueblo Medical Imaging,Lien,150.0,42.0,Alta rentabilidad
3560,Muslusky Law,Pueblo Medical Imaging,Lien,150.0,42.0,Rentabilidad media
3566,Muslusky Law,Pueblo Medical Imaging,Imaging,1650.0,462.0,Rentabilidad media
3569,Muslusky Law,Pueblo Medical Imaging,Imaging,1783.0,504.0,Rentabilidad media
3572,Muslusky Law,Pueblo Medical Imaging,Imaging,150.0,42.0,Alta rentabilidad
3573,Muslusky Law,Pueblo Medical Imaging,Lien,1650.0,462.0,Rentabilidad media
3577,Muslusky Law,LVR,Lien,1650.0,495.0,Rentabilidad media
3578,Muslusky Law,Pueblo Medical Imaging,Imaging,150.0,42.0,Rentabilidad media
3588,Naqvi Injury Law,Simpson Chiropractic,Chiropractic,3700.0,1100.0,Rentabilidad media
3589,Naqvi Injury Law,Suarez Physical Therapy,Physical Therapy,38995.0,11218.5,Pérdida
3590,Naqvi Injury Law,Suarez Physical Therapy,Physical Therapy,2236.8,684.9,Pérdida
3591,Naqvi Injury Law,Suarez Physical Therapy,Physical Therapy,2267.4,692.4,Baja rentabilidad
3592,Naqvi Injury Law,Suarez Physical Therapy,Physical Therapy,13640.0,4092.0,Rentabilidad media
3593,Naqvi Injury Law,Suarez Physical Therapy,Physical Therapy,1849.6,554.88,Baja rentabilidad
3594,Naqvi Injury Law,Suarez Physical Therapy,Physical Therapy,7455.0,2236.5,Alta rentabilidad
3595,Naqvi Injury Law,Suarez Physical Therapy,Physical Therapy,1963.0,588.9,Baja rentabilidad
3596,Neal Hyman Law,Simpson Chiropractic,Chiropractic,4150.0,1245.0,Alta rentabilidad
3597,Neal Hyman Law,Simpson Chiropractic,Chiropractic,4520.0,1356.0,Rentabilidad media
3600,Neal Hyman Law,Pueblo Medical Imaging,Surgery,1795.0,503.0,Pérdida
3601,Neal Hyman Law,Pueblo Medical Imaging,Imaging,165.0,47.0,ROI extremo/anómalo
3604,Neal Hyman Law,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
3606,Neal Hyman Law,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
3607,Neal Hyman Law,Pueblo Medical Imaging,Imaging,2000.0,560.0,Baja rentabilidad
3609,Neal Hyman Law,Pueblo Medical Imaging,Imaging,400.0,112.0,Baja rentabilidad
3610,Neal Hyman Law,Pueblo Medical Imaging,Imaging,9646.0,2701.0,Baja rentabilidad
3611,Neal Hyman Law,Pueblo Medical Imaging,Imaging,1206.0,338.0,Baja rentabilidad
3612,Neal Hyman Law,Pueblo Medical Imaging,Administrative,9646.0,3754.0,Baja rentabilidad
3613,Neal Hyman Law,Pueblo Medical Imaging,Imaging,165.0,47.0,Alta rentabilidad
3614,Neal Hyman Law,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
3615,Neal Hyman Law,Pueblo Medical Imaging,Imaging,2000.0,560.0,Baja rentabilidad
3617,Neal Hyman Law,Pueblo Medical Imaging,Imaging,1795.0,503.0,Alta rentabilidad
3618,Neal Hyman Law,Pueblo Medical Imaging,Imaging,2000.0,560.0,Alta rentabilidad
3620,Neal Hyman Law,Pueblo Medical Imaging,Imaging,400.0,112.0,Alta rentabilidad
3621,Nevada Legal Group,Pueblo Medical Imaging,Imaging,165.0,47.0,Baja rentabilidad
3625,Nwogbe Law Group,LVR,Imaging,1650.0,495.0,Baja rentabilidad
3628,Nwogbe Law Group,LVR,Imaging,250.0,75.0,Pérdida
3629,Nwogbe Law Group,LVR,Imaging,1650.0,495.0,Baja rentabilidad
3630,Nwogbe Law Group,LVR,Lien,250.0,75.0,Baja rentabilidad
3631,Nwogbe Law Group,LVR,Lien,150.0,45.0,Baja rentabilidad
3632,Nwogbe Law Group,LVR,Lien,1650.0,495.0,Rentabilidad media
3637,Nwogbe Law Group,LVR,Imaging,1650.0,495.0,Pérdida
3640,Nwogbe Law Group,LVR,Imaging,250.0,75.0,Rentabilidad media
3642,Nwogbe Law Group,Pueblo Medical Imaging,Imaging,1650.0,462.0,Baja rentabilidad
3645,Nwogbe Law Group,Pueblo Medical Imaging,Imaging,150.0,42.0,Alta rentabilidad
3647,Nwogbe Law Group,Pueblo Medical Imaging,Imaging,150.0,42.0,Alta rentabilidad
3648,Nwogbe Law Group,Pueblo Medical Imaging,Imaging,1650.0,462.0,Baja rentabilidad
3649,Nwogbe Law Group,Durango Surgery Center,Pain Management,8929.0,2946.57,Baja rentabilidad
3651,Nwogbe Law Group,Pueblo Medical Imaging,Imaging,150.0,50.0,Pérdida
3653,Nwogbe Law Group,Pueblo Medical Imaging,Imaging,1950.0,546.0,Baja rentabilidad
3655,Nwogbe Law Group,Pueblo Medical Imaging,Imaging,1650.0,462.0,Alta rentabilidad
3657,Nwogbe Law Group,Pueblo Medical Imaging,Imaging,1650.0,462.0,Baja rentabilidad
3659,Nwogbe Law Group,Pueblo Medical Imaging,Imaging,150.0,50.0,Rentabilidad media
3660,Nwogbe Law Group,Pueblo Medical Imaging,Imaging,150.0,50.0,Rentabilidad media
3673,Nwogbe Law Group,Pueblo Medical Imaging,Imaging,1125.0,315.0,Rentabilidad media
3675,Nwogbe Law Group,Pueblo Medical Imaging,Imaging,1650.0,462.0,Alta rentabilidad
3677,Nwogbe Law Group,Pueblo Medical Imaging,Imaging,1200.0,250.0,ROI extremo/anómalo
3678,Nwogbe Law Group,Pueblo Medical Imaging,Imaging,1650.0,462.0,Rentabilidad media
3679,Nwogbe Law Group,Pueblo Medical Imaging,Imaging,1650.0,462.0,Alta rentabilidad
3680,Nwogbe Law Group,Pueblo Medical Imaging,Imaging,1200.0,250.0,Alta rentabilidad
3682,Nwogbe Law Group,Pueblo Medical Imaging,Imaging,1650.0,462.0,Rentabilidad media
3686,Nwogbe Law Group,Pueblo Medical Imaging,Imaging,1650.0,462.0,Rentabilidad media
3689,Nwogbe Law Group,Simpson Chiropractic,Chiropractic,4865.0,1459.5,Baja rentabilidad
3690,Nwogbe Law Group,Pueblo Medical Imaging,Imaging,1200.0,250.0,Rentabilidad media
3691,Nwogbe Law Group,Pueblo Medical Imaging,Imaging,1200.0,250.0,Alta rentabilidad
3695,Nwogbe Law Group,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
3696,Nwogbe Law Group,Pueblo Medical Imaging,Imaging,165.0,47.0,Alta rentabilidad
3697,Nwogbe Law Group,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
3698,Nwogbe Law Group,Pueblo Medical Imaging,Imaging,1795.0,560.0,Baja rentabilidad
3699,Nwogbe Law Group,Pueblo Medical Imaging,Imaging,2000.0,560.0,Baja rentabilidad
3700,Nwogbe Law Group,Pueblo Medical Imaging,Imaging,400.0,112.0,Baja rentabilidad
3704,Nwogbe Law Group,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
3705,Nwogbe Law Group,Pueblo Medical Imaging,Imaging,2000.0,560.0,Pérdida
3706,Nwogbe Law Group,Pueblo Medical Imaging,Imaging,2000.0,560.0,Baja rentabilidad
3707,Nwogbe Law Group,Pueblo Medical Imaging,Imaging,400.0,112.0,Baja rentabilidad
3711,Nwogbe Law Group,Pueblo Medical Imaging,Imaging,165.0,47.0,Baja rentabilidad
3713,Omega Law Group,Precision Medical Products,Medical Device,4250.0,1062.5,Alta rentabilidad
3714,Omega Law Group,Precision Medical Products,Medical Device,4250.0,1062.5,Alta rentabilidad
3715,Omega Law Group,Precision Medical Products,Medical Device,4250.0,1062.5,Baja rentabilidad
3718,Omega Law Group,Precision Medical Products,Medical Device,4250.0,1062.5,Rentabilidad media
3719,Pacific West Injury Law,Simpson Chiropractic,Chiropractic,1665.0,532.8,Baja rentabilidad
3720,Pacific West Injury Law,Suarez Physical Therapy,Physical Therapy,3735.0,1120.5,Alta rentabilidad
3721,Pacific West Injury Law,Pacific West Injury Law,Physical Therapy,485.0,145.5,Baja rentabilidad
3723,Parke Law Firm,LVR,Imaging,1650.0,495.0,Baja rentabilidad
3724,Parke Law Firm,LVR,Imaging,500.0,150.0,Rentabilidad media
3725,Parke Law Firm,LVR,Imaging,1650.0,495.0,Rentabilidad media
3727,Parke Law Firm,LVR,Imaging,900.0,270.0,Baja rentabilidad
3733,Parke Law Firm,LVR,Imaging,250.0,75.0,Baja rentabilidad
3735,Parke Law Firm,LVR,Imaging,150.0,45.0,Baja rentabilidad
3741,Parke Law Firm,LVR,Imaging,250.0,75.0,Baja rentabilidad
3742,Parke Law Firm,LVR,Imaging,150.0,45.0,Baja rentabilidad
3745,Parke Law Firm,LVR,Imaging,150.0,45.0,Baja rentabilidad
3746,Parke Law Firm,LVR,Imaging,250.0,75.0,Baja rentabilidad
3749,Parke Law Firm,LVR,Imaging,1100.0,330.0,Baja rentabilidad
3751,Parke Law Firm,LVR,Imaging,150.0,45.0,Alta rentabilidad
3752,Parke Law Firm,LVR,Imaging,250.0,75.0,Alta rentabilidad
3753,Parke Law Firm,LVR,Imaging,150.0,45.0,Pérdida
3755,Parke Law Firm,LVR,Imaging,1650.0,495.0,Pérdida
3756,Parke Law Firm,LVR,Imaging,250.0,75.0,Baja rentabilidad
3757,Parke Law Firm,LVR,Imaging,150.0,45.0,Baja rentabilidad
3759,Parke Law Firm,LVR,Imaging,1650.0,495.0,Alta rentabilidad
3761,Parke Law Firm,LVR,Imaging,1100.0,330.0,Baja rentabilidad
3762,Parke Law Firm,LVR,Imaging,1650.0,495.0,Pérdida
3764,Parke Law Firm,LVR,Imaging,150.0,45.0,Baja rentabilidad
3765,Parke Law Firm,LVR,Imaging,1650.0,495.0,Rentabilidad media
3766,Parke Law Firm,LVR,Imaging,1650.0,495.0,Baja rentabilidad
3767,Parke Law Firm,LVR,Imaging,200.0,60.0,Rentabilidad media
3768,Parke Law Firm,LVR,Imaging,1200.0,360.0,Rentabilidad media
3770,Parke Law Firm,LVR,Imaging,150.0,45.0,Rentabilidad media
3773,Parke Law Firm,LVR,Imaging,200.0,60.0,Rentabilidad media
3777,Parke Law Firm,LVR,Imaging,250.0,75.0,Rentabilidad media
3779,Parke Law Firm,OpenSided MRI of Las Vegas,Imaging,1645.0,500.0,Pérdida
3780,Parke Law Firm,Pueblo Medical Imaging,Imaging,1650.0,462.0,Baja rentabilidad
3783,Parke Law Firm,Pueblo Medical Imaging,Imaging,2010.0,563.0,Baja rentabilidad
3784,Parke Law Firm,Pueblo Medical Imaging,Imaging,1100.0,308.0,Baja rentabilidad
3788,Phoong Law CA,Precision Medical Products,Medical Device,4250.0,1062.5,Baja rentabilidad
3789,Phoong Law CA,Precision Medical Products,Medical Device,4250.0,1062.5,Baja rentabilidad
3790,Phoong Law CA,Precision Medical Products,Medical Device,4250.0,1062.5,Baja rentabilidad
3791,Bruning Law Firm,Precision Medical Products,Medical Device,2238.75,559.69,Alta rentabilidad
3792,Bruning Law Firm,Precision Medical Products,Medical Device,334.5,83.63,Alta rentabilidad
3793,Pomponio Injury Law,Simpson Chiropractic,Chiropractic,4705.0,1411.5,Rentabilidad media
3794,Pomponio Injury Law,Simpson Chiropractic,Chiropractic,8445.0,2533.5,Pérdida
3795,Pomponio Injury Law,Suarez Physical Therapy,Physical Therapy,4783.0,1434.9,Rentabilidad media
3796,Roberts & Spiegel Injury Lawyers,Precision Medical Products,Medical Device,4250.0,1062.5,Rentabilidad media
3797,Roberts & Spiegel Injury Lawyers,Precision Medical Products,Medical Device,995.0,248.75,Rentabilidad media
3798,Roberts & Spiegel Injury Lawyers,Precision Medical Products,Medical Device,995.0,248.75,Pérdida
3799,Roberts & Spiegel Injury Lawyers,Precision Medical Products,Medical Device,995.0,248.75,Rentabilidad media
3800,RRCC Firm,Precision Medical Products,Medical Device,4250.0,1062.5,Rentabilidad media
3801,RRCC Firm,Precision Medical Products,Medical Device,4250.0,1062.5,Baja rentabilidad
3802,RRCC Firm,Precision Medical Products,Medical Device,4250.0,1062.5,Alta rentabilidad
3804,RRCC Firm,Precision Medical Products,Medical Device,4250.0,1062.5,Rentabilidad media
3805,RRCC Firm,Precision Medical Products,Medical Device,4250.0,1062.5,Alta rentabilidad
3806,RRCC Firm,Precision Medical Products,Medical Device,4250.0,1062.5,Alta rentabilidad
3807,RRCC Firm,Precision Medical Products,Medical Device,4250.0,1062.5,Alta rentabilidad
3808,RRCC Firm,Precision Medical Products,Medical Device,4250.0,1062.5,Alta rentabilidad
3809,Russ Brown Attorneys,Precision Medical Products,Medical Device,995.0,248.75,Rentabilidad media
3810,Russ Brown Attorneys,Precision Medical Products,Medical Device,4250.0,1062.5,Alta rentabilidad
3811,Russ Brown Attorneys,Precision Medical Products,Medical Device,4250.0,1062.5,Rentabilidad media
3812,Setareh Law Firm,Precision Medical Products,Medical Device,4250.0,1062.5,Alta rentabilidad
3813,Setareh Law Firm,Precision Medical Products,Medical Device,4250.0,1062.5,Rentabilidad media
3814,Setareh Law Firm,Precision Medical Products,Medical Device,4250.0,1062.5,Pérdida
3816,Sidell Injury Law,Suarez Physical Therapy,Physical Therapy,26710.5,8013.15,Rentabilidad media
3817,Sidell Injury Law,Precision Medical Products,Medical Device,4349.45,1087.36,Alta rentabilidad
3818,Sidell Injury Law,Precision Medical Products,Medical Device,4250.0,1062.5,Alta rentabilidad
3820,Sidell Injury Law,Precision Medical Products,Medical Device,4250.0,1062.5,Rentabilidad media
3821,Sidell Injury Law,Precision Medical Products,Medical Device,4250.0,1062.5,Rentabilidad media
3825,ER Injury Attorneys,Suarez Physical Therapy,Physical Therapy,2390.0,717.0,Baja rentabilidad
3826,Steve Dixon Law,Pueblo Medical Imaging,Imaging,1650.0,462.0,Rentabilidad media
3830,Sunset West Legal Group PC,Precision Medical Products,Medical Device,4250.0,1062.5,Pérdida
3832,Sunset West Legal Group PC,Precision Medical Products,Medical Device,4250.0,1062.5,Alta rentabilidad
3835,Tanner Law Firm,Pueblo Medical Imaging,Imaging,1650.0,462.0,Baja rentabilidad
3836,Tanner Law Firm,Pueblo Medical Imaging,Imaging,1650.0,420.0,Baja rentabilidad
3837,Tanner Law Firm,OpenSided MRI of Las Vegas,Imaging,1645.0,500.0,Alta rentabilidad
3839,Tanner Law Firm,Ascension Medical Center,Pain Management,1250.0,275.0,Baja rentabilidad
3840,The Medrala Law Firm,Precision Medical Products,Medical Device,4250.0,1360.0,Baja rentabilidad
3841,The Medrala Law Firm,Precision Medical Products,Medical Device,217.47,54.37,Baja rentabilidad
3842,The Medrala Law Firm,Precision Medical Products,Medical Device,26.82,6.71,Baja rentabilidad
3843,Tingey Injury Law Firm,Simpson Chiropractic,Chiropractic,6360.0,2035.0,Rentabilidad media
3844,Tingey Injury Law Firm,Simpson Chiropractic,Chiropractic,6585.0,2107.2,Rentabilidad media
3845,Tingey Injury Law Firm,Simpson Chiropractic,Chiropractic,2845.0,711.25,Alta rentabilidad
3846,Torem & Associates CA,Precision Medical Products,Medical Device,4250.0,1062.5,Alta rentabilidad
3847,Torem & Associates CA,Precision Medical Products,Medical Device,4250.0,1062.5,Rentabilidad media
3848,Torem & Associates CA,Precision Medical Products,Medical Device,4439.72,1109.93,Baja rentabilidad
3849,Valarie Fujii Law Offices,Pueblo Medical Imaging,Imaging,150.0,42.0,Alta rentabilidad
3850,Valarie Fujii Law Offices,LVR,Imaging,150.0,42.0,Alta rentabilidad
3851,Valarie Fujii Law Offices,Pueblo Medical Imaging,Imaging,1650.0,462.0,Alta rentabilidad
3856,Valarie Fujii Law Offices,Pueblo Medical Imaging,Imaging,1400.0,392.0,Alta rentabilidad
3858,Larian Law Firm,LVR,Imaging,1650.0,495.0,Alta rentabilidad
3866,Vannah & Vannah Law Firm,Pueblo Medical Imaging,Imaging,150.0,42.0,Rentabilidad media
3867,Vannah & Vannah Law Firm,Pueblo Medical Imaging,Imaging,1650.0,462.0,ROI extremo/anómalo
3868,Vannah & Vannah Law Firm,Pueblo Medical Imaging,Imaging,1650.0,462.0,Rentabilidad media
3871,Vannah & Vannah Law Firm,Pueblo Medical Imaging,Imaging,660.0,188.0,Baja rentabilidad
3872,Vannah & Vannah Law Firm,Pueblo Medical Imaging,Imaging,1795.0,503.0,Rentabilidad media
3874,Vannah & Vannah Law Firm,Pueblo Medical Imaging,Imaging,1795.0,503.0,Alta rentabilidad
3875,Vannah & Vannah Law Firm,Pueblo Medical Imaging,Imaging,1795.0,503.0,Rentabilidad media
3876,Vannah & Vannah Law Firm,Pueblo Medical Imaging,Imaging,165.0,47.0,Alta rentabilidad
3881,Vannah & Vannah Law Firm,Pueblo Medical Imaging,Imaging,500.0,140.0,Alta rentabilidad
3884,Vasquez Law Las Vegas,OpenSided MRI of Las Vegas,Imaging,1645.0,500.0,Rentabilidad media
3886,Vasquez Law Las Vegas,Ascension Medical Center,Imaging,1200.0,360.0,Alta rentabilidad
3887,Vaziri Law Group,Precision Medical Products,Medical Device,4349.45,1304.84,Pérdida
3888,Vaziri Law Group,Precision Medical Products,Medical Device,4250.0,1062.5,Pérdida
3889,Vaziri Law Group,Precision Medical Products,Medical Device,990.0,248.75,Alta rentabilidad
3890,VC2 Law,Pueblo Medical Imaging,Imaging,1650.0,462.0,Alta rentabilidad
3892,VC2 Law,Pueblo Medical Imaging,Imaging,150.0,42.0,Alta rentabilidad
3894,VC2 Law,Pueblo Medical Imaging,Imaging,550.0,280.0,Baja rentabilidad
3895,VC2 Law,Pueblo Medical Imaging,Imaging,2010.0,563.0,Baja rentabilidad
3896,VC2 Law,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
3899,VC2 Law,Pueblo Medical Imaging,Imaging,165.0,47.0,Baja rentabilidad
3900,VC2 Law,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
3901,VC2 Law,Pueblo Medical Imaging,Imaging,165.0,47.0,ROI extremo/anómalo
3906,Willoughby Shulman Injury Lawyers,LVR,Administrative,1650.0,495.0,Baja rentabilidad
3907,Willoughby Shulman Injury Lawyers,Pueblo Medical Imaging,Imaging,150.0,42.0,Baja rentabilidad
3910,Willoughby Shulman Injury Lawyers,Simpson Chiropractic,Chiropractic,5445.0,1742.4,Alta rentabilidad
3911,Willoughby Shulman Injury Lawyers,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
3913,Willoughby Shulman Injury Lawyers,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
3914,Willoughby Shulman Injury Lawyers,Pueblo Medical Imaging,Imaging,165.0,47.0,Baja rentabilidad
3916,Willoughby Shulman Injury Lawyers,Valley Health System,Surgery,327500.0,81353.93,Baja rentabilidad
3917,Willoughby Shulman Injury Lawyers,Valley Health System,Surgery,91401.0,31990.35,Alta rentabilidad
3920,Wilshire Law Firm CA,Precision Medical Products,Medical Device,995.0,298.5,Baja rentabilidad
3921,Wilshire Law Firm CA,Precision Medical Products,Medical Device,995.0,248.75,Baja rentabilidad
3923,Wilshire Law Firm CA,Precision Medical Products,Medical Device,995.0,248.75,Baja rentabilidad
3924,Wilshire Law Firm CA,Precision Medical Products,Medical Device,995.0,248.75,Rentabilidad media
3925,Wilshire Law Firm CA,Precision Medical Products,Medical Device,995.0,278.6,Baja rentabilidad
3926,Wilshire Law Firm CA,Precision Medical Products,Medical Device,4250.0,1062.5,Baja rentabilidad
3927,Wilshire Law Firm CA,Precision Medical Products,Medical Device,995.0,248.75,Baja rentabilidad
3928,Wilshire Law Firm CA,Precision Medical Products,Medical Device,4250.0,1062.5,Baja rentabilidad
3929,Wilshire Law Firm CA,Precision Medical Products,Medical Device,4250.0,1062.5,Rentabilidad media
3933,Wilshire Law Firm CA,Precision Medical Products,Medical Device,995.0,248.75,Rentabilidad media
3934,Wilshire Law Firm CA,Precision Medical Products,Medical Device,4250.0,1062.5,Baja rentabilidad
3936,Wilshire Law Firm CA,Precision Medical Products,Medical Device,4250.0,1062.5,Rentabilidad media
3939,Yagoubzadeh Law Firm,Precision Medical Products,Medical Device,4250.0,1062.5,Alta rentabilidad
3940,Yagoubzadeh Law Firm,Precision Medical Products,Medical Device,4250.0,1190.0,Rentabilidad media
3941,Yagoubzadeh Law Firm,Precision Medical Products,Medical Device,4250.0,1062.5,Rentabilidad media
3942,Yan Kenyon Law,LVR,Imaging,250.0,75.0,Baja rentabilidad
3944,Yan Kenyon Law,LVR,Imaging,150.0,45.0,Baja rentabilidad
3950,Yan Kenyon Law,Pueblo Medical Imaging,Imaging,1650.0,462.0,Baja rentabilidad
3953,Yan Kenyon Law,Pueblo Medical Imaging,Imaging,1650.0,462.0,Alta rentabilidad
3954,Yan Kenyon Law,Pueblo Medical Imaging,Imaging,1650.0,462.0,Pérdida
3959,Yan Kenyon Law,Pueblo Medical Imaging,Imaging,1125.0,315.0,Baja rentabilidad
3960,Yan Kenyon Law,LVR,Imaging,1650.0,495.0,Rentabilidad media
3961,Yan Kenyon Law,Pueblo Medical Imaging,Imaging,150.0,42.0,Alta rentabilidad
3963,Yan Kenyon Law,Pueblo Medical Imaging,Imaging,150.0,42.0,Pérdida
3965,Yan Kenyon Law,LVR,Imaging,250.0,75.0,Baja rentabilidad
3966,Yan Kenyon Law,LVR,Imaging,150.0,45.0,Baja rentabilidad
3968,Yan Kenyon Law,Pueblo Medical Imaging,Imaging,1650.0,462.0,Rentabilidad media
3970,Yan Kenyon Law,LVR,Imaging,150.0,45.0,ROI extremo/anómalo
3972,Yan Kenyon Law,LVR,Imaging,250.0,75.0,ROI extremo/anómalo
3975,Yan Kenyon Law,Pueblo Medical Imaging,Imaging,1650.0,462.0,Rentabilidad media
3976,Yan Kenyon Law,Pueblo Medical Imaging,Imaging,150.0,42.0,Rentabilidad media
3985,Yan Kenyon Law,Pueblo Medical Imaging,Imaging,1650.0,462.0,Rentabilidad media
3987,Yan Kenyon Law,Pueblo Medical Imaging,Imaging,1650.0,462.0,Rentabilidad media
3988,Yan Kenyon Law,Pueblo Medical Imaging,Imaging,150.0,42.0,ROI extremo/anómalo
3990,Yan Kenyon Law,Pueblo Medical Imaging,Imaging,1795.0,503.0,Alta rentabilidad
3992,Yan Kenyon Law,Pueblo Medical Imaging,Imaging,165.0,47.0,Alta rentabilidad
3994,Yan Kenyon Law,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
3996,Yan Kenyon Law,Bradley Wallis MD,Orthopedics,4200.0,1260.0,Baja rentabilidad
3997,Yan Kenyon Law,Ascension Medical Center,Evaluation,900.0,270.0,Alta rentabilidad
3998,Yan Kenyon Law,Ascension Medical Center,Evaluation,700.0,210.0,Alta rentabilidad
4001,Yan Kenyon Law,Pueblo Medical Imaging,Imaging,1795.0,503.0,Baja rentabilidad
4002,Yan Kenyon Law,Pueblo Medical Imaging,Imaging,1795.0,503.0,Alta rentabilidad
4004,Yan Kenyon Law,Pueblo Medical Imaging,Imaging,1795.0,503.0,Rentabilidad media
